DEPARTAMENTO;ARMA;FECHA;GENERO;POBLACION;
ANTIOQUIA;SIN EMPLEO DE ARMAS;21/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;21/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;22/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;22/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;24/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;25/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;25/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;26/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;26/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;27/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;28/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;28/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;29/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;30/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;31/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;1/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;2/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;3/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;3/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;4/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;6/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;7/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;7/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;8/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;8/02/2022;MASCULINO;ADOLESCENTES;
ANTIOQUIA;SIN EMPLEO DE ARMAS;8/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;9/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;10/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;11/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;11/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;12/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;12/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;13/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;14/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;14/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;15/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;15/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;16/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;16/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;17/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;18/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;19/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;19/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;20/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;20/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;21/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;21/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;22/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;23/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;23/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;24/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;24/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;25/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;25/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;26/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;26/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;27/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;27/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;28/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;28/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;11/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;11/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;10/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;24/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;27/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;10/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;1/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;11/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;6/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;23/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;2/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;2/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;8/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;13/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;22/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;27/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;1/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;2/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;4/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;7/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;11/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;19/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;21/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;21/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;25/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;26/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;25/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;31/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;13/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;20/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;19/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;22/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;1/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;22/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;22/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;22/02/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;16/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;17/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;30/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;10/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;21/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;25/02/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;14/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;19/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;10/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;17/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;25/01/2022;FEMENINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;30/01/2022;MASCULINO;ADULTOS;
ANTIOQUIA;SIN EMPLEO DE ARMAS;31/01/2022;MASCULINO;ADULTOS;
